project_id,client_id,sector,region,client_type,delivery_mode,start_date,end_date,duration_months,contract_value_usd,status,team_headcount,billable_hours,margin_pct
PRJ-00434,CLI-0266,Energy & Utilities,APAC,Existing,Hybrid,2022-04-28,2023-01-28,9,1019400.0,Completed,10,12536,0.3829
PRJ-00430,CLI-0213,Retail & Consumer,EMEA,New,Hybrid,2022-04-28,2022-08-28,4,112400.0,Completed,3,1506,0.3019
PRJ-00440,CLI-0149,Healthcare,EMEA,Existing,Remote,2022-04-28,2022-10-28,6,409700.0,Completed,4,3528,0.236
PRJ-00447,CLI-0290,Public Sector,EMEA,Existing,Remote,2022-05-01,2022-09-01,4,236900.0,Completed,4,2206,0.3211
PRJ-00462,CLI-0214,Public Sector,APAC,Existing,Remote,2022-05-02,2022-08-02,3,249900.0,Completed,3,1207,0.2984
PRJ-00468,CLI-0420,Manufacturing,North America,New,Hybrid,2022-05-02,2022-10-02,5,278200.0,Completed,3,1975,0.2799
PRJ-00469,CLI-0386,Financial Services,North America,Existing,On-site,2022-05-03,2022-11-03,6,431100.0,Completed,6,5077,0.198
PRJ-00452,CLI-0377,Financial Services,North America,Existing,On-site,2022-05-03,2022-06-03,1,214200.0,Completed,2,284,0.148
PRJ-00466,CLI-0330,Financial Services,EMEA,New,Remote,2022-05-05,2022-10-05,5,708800.0,Completed,5,3186,0.3511
PRJ-00449,CLI-0253,Financial Services,EMEA,Existing,Hybrid,2022-05-06,2022-09-06,4,415400.0,Cancelled,4,2248,0.2619
PRJ-00455,CLI-0081,Public Sector,EMEA,Existing,On-site,2022-05-07,2022-10-07,5,474100.0,Completed,5,3553,0.2851
PRJ-00459,CLI-0158,Healthcare,North America,Existing,Hybrid,2022-05-07,2022-10-07,5,151700.0,Completed,3,1757,0.2137
PRJ-00467,CLI-0417,Healthcare,North America,New,On-site,2022-05-08,2023-01-08,8,228200.0,Completed,5,5497,0.1581
PRJ-00470,CLI-0387,Public Sector,North America,Existing,Remote,2022-05-08,2022-07-08,2,233600.0,Completed,2,584,0.21
PRJ-00456,CLI-0010,Healthcare,EMEA,Existing,Remote,2022-05-10,2022-08-10,3,178600.0,Completed,1,420,0.2326
PRJ-00473,CLI-0176,Technology & Telecom,APAC,New,Remote,2022-05-10,2023-01-10,8,203100.0,Completed,2,1856,0.3035
PRJ-00453,CLI-0137,Technology & Telecom,North America,Existing,Hybrid,2022-05-12,2022-07-12,2,404900.0,Completed,3,943,0.2013
PRJ-00451,CLI-0024,Healthcare,LATAM,Existing,Hybrid,2022-05-15,2022-09-15,4,277100.0,Completed,2,1124,0.3418
PRJ-00454,CLI-0154,Public Sector,North America,New,On-site,2022-05-15,2022-11-15,6,128400.0,Completed,1,868,0.2798
PRJ-00446,CLI-0330,Public Sector,North America,Existing,Remote,2022-05-15,2022-08-15,3,216200.0,Completed,2,786,0.2675
PRJ-00457,CLI-0187,Healthcare,EMEA,Existing,On-site,2022-05-19,2023-02-19,9,655900.0,Completed,7,7817,0.3393
PRJ-00450,CLI-0185,Financial Services,EMEA,Existing,Remote,2022-05-19,2022-07-19,2,380600.0,Completed,3,756,0.3347
PRJ-00461,CLI-0078,Energy & Utilities,North America,Existing,Hybrid,2022-05-21,2023-02-21,9,451600.0,Completed,6,6412,0.2305
PRJ-00464,CLI-0138,Healthcare,APAC,New,Hybrid,2022-05-21,2022-06-21,1,222900.0,Completed,4,622,0.2802
PRJ-00471,CLI-0280,Energy & Utilities,North America,Existing,On-site,2022-05-21,2022-10-21,5,627200.0,Completed,6,3432,0.3638
PRJ-00472,CLI-0315,Financial Services,APAC,New,Remote,2022-05-22,2022-09-22,4,140700.0,Completed,2,1171,0.2607
PRJ-00448,CLI-0070,Financial Services,LATAM,New,On-site,2022-05-25,2022-10-25,5,179300.0,Completed,1,601,0.1708
PRJ-00465,CLI-0243,Energy & Utilities,North America,New,On-site,2022-05-26,2022-12-26,7,459000.0,Completed,4,4357,0.2363
PRJ-00460,CLI-0058,Healthcare,North America,Existing,Remote,2022-05-27,2022-10-27,5,443100.0,Completed,6,4455,0.2618
PRJ-00458,CLI-0022,Public Sector,APAC,New,Hybrid,2022-05-28,2022-11-28,6,302900.0,Completed,2,1594,0.1795
PRJ-00463,CLI-0253,Technology & Telecom,APAC,Existing,Hybrid,2022-05-28,2022-09-28,4,417100.0,Completed,5,2836,0.2393
PRJ-00476,CLI-0149,Retail & Consumer,LATAM,New,Remote,2022-06-02,2022-10-02,4,252500.0,Completed,2,902,0.3234
PRJ-00474,CLI-0018,Energy & Utilities,North America,New,On-site,2022-06-03,2022-09-03,3,353500.0,Completed,4,1429,0.2492
PRJ-00498,CLI-0335,Public Sector,APAC,Existing,Hybrid,2022-06-04,2022-11-04,5,324800.0,Completed,2,1162,0.2515
PRJ-00500,CLI-0055,Technology & Telecom,EMEA,New,Remote,2022-06-04,2022-10-04,4,391100.0,Completed,4,2442,0.305
PRJ-00480,CLI-0027,Financial Services,APAC,New,On-site,2022-06-04,2023-01-04,7,408900.0,Completed,5,5103,0.302
PRJ-00477,CLI-0253,Healthcare,APAC,Existing,On-site,2022-06-05,2023-02-05,8,451000.0,Completed,5,5268,0.3746
PRJ-00499,CLI-0152,Energy & Utilities,North America,New,On-site,2022-06-06,2023-02-06,8,673200.0,Completed,6,7127,0.2688
PRJ-00496,CLI-0131,Energy & Utilities,North America,New,Hybrid,2022-06-08,2022-10-08,4,299700.0,Completed,3,1678,0.3349
PRJ-00490,CLI-0153,Retail & Consumer,North America,Existing,Remote,2022-06-08,2022-08-08,2,340900.0,Completed,2,494,0.2143
PRJ-00486,CLI-0105,Healthcare,LATAM,Existing,Remote,2022-06-09,2022-08-09,2,152400.0,Completed,2,615,0.3106
PRJ-00494,CLI-0029,Financial Services,EMEA,Existing,Remote,2022-06-12,2022-11-12,5,421600.0,Completed,5,3439,0.2988
PRJ-00495,CLI-0299,Financial Services,EMEA,New,On-site,2022-06-13,2023-01-13,7,531500.0,Completed,6,5154,0.3365
PRJ-00487,CLI-0354,Retail & Consumer,North America,Existing,On-site,2022-06-14,2022-09-14,3,98000.0,Completed,1,439,0.2965
PRJ-00475,CLI-0344,Retail & Consumer,North America,Existing,Remote,2022-06-15,2022-10-15,4,138500.0,Completed,1,484,0.3449
PRJ-00503,CLI-0360,Energy & Utilities,North America,New,On-site,2022-06-16,2023-02-16,8,359900.0,Completed,4,4830,0.2259
PRJ-00492,CLI-0162,Healthcare,EMEA,Existing,Hybrid,2022-06-16,2022-11-16,5,518000.0,Completed,8,6211,0.2292
PRJ-00484,CLI-0108,Healthcare,APAC,Existing,Hybrid,2022-06-16,2022-09-16,3,331900.0,Completed,5,2110,0.2578
PRJ-00505,CLI-0044,Healthcare,North America,New,On-site,2022-06-18,2022-11-18,5,197600.0,Completed,4,2339,0.2414
PRJ-00493,CLI-0333,Manufacturing,EMEA,Existing,Hybrid,2022-06-18,2022-12-18,6,393600.0,Cancelled,3,2538,0.2117
PRJ-00483,CLI-0314,Manufacturing,LATAM,Existing,Hybrid,2022-06-18,2022-10-18,4,316200.0,Completed,6,3049,0.407
PRJ-00501,CLI-0231,Energy & Utilities,APAC,Existing,Hybrid,2022-06-18,2022-12-18,6,602200.0,Completed,7,5818,0.2754
PRJ-00488,CLI-0231,Healthcare,EMEA,Existing,Hybrid,2022-06-19,2022-11-19,5,177400.0,Completed,1,628,0.3753
PRJ-00504,CLI-0226,Healthcare,EMEA,New,Remote,2022-06-19,2022-12-19,6,273400.0,Completed,1,691,0.3587
PRJ-00479,CLI-0188,Technology & Telecom,North America,Existing,Hybrid,2022-06-19,2022-11-19,5,322700.0,Completed,6,3611,0.3169
PRJ-00481,CLI-0041,Public Sector,North America,Existing,Hybrid,2022-06-19,2022-10-19,4,317600.0,Completed,2,975,0.3153
PRJ-00482,CLI-0420,Manufacturing,APAC,New,On-site,2022-06-19,2022-11-19,5,464300.0,Cancelled,6,3869,0.276
PRJ-00485,CLI-0226,Manufacturing,North America,Existing,Hybrid,2022-06-19,2022-11-19,5,220100.0,Completed,4,3133,0.2615
PRJ-00497,CLI-0076,Technology & Telecom,North America,New,Hybrid,2022-06-21,2022-11-21,5,599900.0,Completed,5,3565,0.2852
PRJ-00502,CLI-0246,Energy & Utilities,EMEA,New,On-site,2022-06-21,2023-01-21,7,543700.0,Cancelled,6,5094,0.2679
PRJ-00478,CLI-0066,Financial Services,APAC,Existing,Hybrid,2022-06-22,2022-11-22,5,445000.0,Completed,6,4372,0.1448
PRJ-00491,CLI-0008,Financial Services,APAC,New,Remote,2022-06-23,2022-11-23,5,412500.0,Completed,5,2957,0.3613
PRJ-00489,CLI-0028,Manufacturing,EMEA,Existing,On-site,2022-06-28,2022-12-28,6,264600.0,Completed,3,2737,0.3301
PRJ-00533,CLI-0366,Financial Services,North America,Existing,On-site,2022-07-03,2023-01-03,6,442800.0,Completed,6,4332,0.338
PRJ-00515,CLI-0374,Manufacturing,North America,New,Hybrid,2022-07-03,2022-10-03,3,314500.0,Completed,1,444,0.4599
PRJ-00510,CLI-0263,Healthcare,APAC,Existing,Hybrid,2022-07-03,2022-11-03,4,217700.0,Completed,3,1564,0.3
PRJ-00530,CLI-0159,Technology & Telecom,EMEA,Existing,On-site,2022-07-03,2023-03-03,8,539100.0,Completed,7,8363,0.2074
PRJ-00509,CLI-0310,Manufacturing,North America,New,On-site,2022-07-03,2022-11-03,4,177100.0,Completed,1,533,0.3221
PRJ-00518,CLI-0201,Technology & Telecom,APAC,Existing,Remote,2022-07-04,2023-03-04,8,511100.0,Completed,7,7008,0.3258
PRJ-00531,CLI-0210,Technology & Telecom,North America,New,Hybrid,2022-07-05,2022-11-05,4,288800.0,Completed,4,2417,0.2924
PRJ-00526,CLI-0270,Retail & Consumer,EMEA,Existing,Hybrid,2022-07-06,2022-12-06,5,213800.0,Completed,2,1264,0.2902
PRJ-00514,CLI-0041,Retail & Consumer,North America,Existing,Hybrid,2022-07-07,2022-08-07,1,158200.0,Completed,3,364,0.2814
PRJ-00524,CLI-0233,Manufacturing,North America,Existing,Remote,2022-07-07,2022-10-07,3,231600.0,Completed,2,901,0.3291
PRJ-00527,CLI-0102,Manufacturing,EMEA,Existing,Remote,2022-07-07,2022-11-07,4,400100.0,Completed,3,1782,0.2942
PRJ-00521,CLI-0371,Technology & Telecom,EMEA,Existing,Hybrid,2022-07-08,2023-02-08,7,798300.0,Completed,9,7466,0.3577
PRJ-00511,CLI-0306,Technology & Telecom,EMEA,Existing,Remote,2022-07-10,2023-01-10,6,349100.0,Completed,4,3515,0.2587
PRJ-00506,CLI-0256,Retail & Consumer,APAC,New,Remote,2022-07-10,2022-12-10,5,234000.0,Completed,1,574,0.366
PRJ-00534,CLI-0369,Energy & Utilities,APAC,Existing,Remote,2022-07-11,2023-01-11,6,694300.0,Completed,9,7110,0.3118
PRJ-00536,CLI-0017,Manufacturing,North America,Existing,Hybrid,2022-07-11,2022-11-11,4,283900.0,Completed,3,1829,0.2896
PRJ-00519,CLI-0018,Public Sector,EMEA,Existing,Remote,2022-07-11,2022-10-11,3,133200.0,Completed,2,698,0.3604
PRJ-00508,CLI-0016,Retail & Consumer,EMEA,New,Remote,2022-07-11,2023-01-11,6,317500.0,Completed,1,699,0.4025
PRJ-00535,CLI-0164,Manufacturing,APAC,Existing,On-site,2022-07-14,2022-11-14,4,202000.0,Completed,2,1081,0.2194
PRJ-00523,CLI-0072,Manufacturing,North America,Existing,Hybrid,2022-07-14,2023-02-14,7,171900.0,Completed,2,1604,0.3587
PRJ-00525,CLI-0111,Retail & Consumer,EMEA,Existing,On-site,2022-07-14,2022-09-14,2,122700.0,Completed,4,1135,0.3201
PRJ-00513,CLI-0067,Healthcare,North America,Existing,Hybrid,2022-07-14,2022-11-14,4,468500.0,Completed,5,2963,0.3806
PRJ-00522,CLI-0250,Energy & Utilities,APAC,Existing,Hybrid,2022-07-16,2022-11-16,4,439500.0,Completed,3,1508,0.2438
PRJ-00512,CLI-0334,Healthcare,EMEA,New,On-site,2022-07-17,2023-01-17,6,300300.0,Completed,5,3929,0.2187
PRJ-00517,CLI-0140,Financial Services,North America,Existing,On-site,2022-07-17,2022-09-17,2,243800.0,Completed,3,728,0.283
PRJ-00516,CLI-0345,Retail & Consumer,EMEA,Existing,Remote,2022-07-18,2022-12-18,5,153600.0,Completed,3,1858,0.5026
PRJ-00529,CLI-0154,Financial Services,LATAM,New,Remote,2022-07-20,2023-02-20,7,480100.0,Completed,6,5638,0.3254
PRJ-00507,CLI-0174,Retail & Consumer,North America,New,Hybrid,2022-07-20,2023-02-20,7,85000.0,Completed,3,3068,0.3457
PRJ-00528,CLI-0093,Financial Services,APAC,Existing,Hybrid,2022-07-20,2022-12-20,5,472400.0,Completed,4,2849,0.2792
PRJ-00520,CLI-0327,Manufacturing,North America,Existing,Remote,2022-07-20,2022-08-20,1,238100.0,Completed,3,346,0.4149
PRJ-00532,CLI-0025,Technology & Telecom,North America,New,Remote,2022-07-21,2022-10-21,3,213400.0,Completed,4,1862,0.3592
PRJ-00540,CLI-0321,Healthcare,EMEA,Existing,Hybrid,2022-08-03,2022-12-03,4,299700.0,Completed,5,2250,0.2524
PRJ-00549,CLI-0122,Public Sector,North America,Existing,On-site,2022-08-03,2022-11-03,3,228400.0,Completed,3,1316,0.2863
PRJ-00547,CLI-0111,Retail & Consumer,North America,Existing,Hybrid,2022-08-04,2022-11-04,3,480000.0,Completed,6,2135,0.3414
PRJ-00555,CLI-0337,Public Sector,North America,Existing,Remote,2022-08-05,2022-11-05,3,140500.0,Cancelled,4,1469,0.3461
PRJ-00538,CLI-0409,Retail & Consumer,APAC,Existing,Remote,2022-08-05,2022-09-05,1,66100.0,Completed,1,119,0.2162
PRJ-00551,CLI-0131,Financial Services,North America,Existing,On-site,2022-08-05,2023-07-05,11,763500.0,Completed,7,10360,0.3053
PRJ-00541,CLI-0134,Healthcare,North America,New,Hybrid,2022-08-07,2022-11-07,3,175600.0,Completed,1,376,0.2687
PRJ-00542,CLI-0402,Financial Services,EMEA,Existing,Hybrid,2022-08-08,2022-12-08,4,116400.0,Completed,1,484,0.2957
PRJ-00550,CLI-0293,Healthcare,EMEA,Existing,On-site,2022-08-10,2022-10-10,2,328900.0,Completed,2,489,0.3357
PRJ-00543,CLI-0325,Technology & Telecom,North America,Existing,Hybrid,2022-08-12,2023-03-12,7,409900.0,Completed,1,1041,0.2098
PRJ-00544,CLI-0190,Financial Services,EMEA,Existing,Remote,2022-08-16,2023-01-16,5,144700.0,Cancelled,1,718,0.3518
PRJ-00548,CLI-0063,Public Sector,North America,Existing,Hybrid,2022-08-17,2022-10-17,2,182500.0,Completed,2,540,0.3235
PRJ-00546,CLI-0151,Financial Services,North America,New,Remote,2022-08-17,2023-04-17,8,353900.0,Completed,3,3270,0.2588
PRJ-00553,CLI-0405,Financial Services,APAC,Existing,Remote,2022-08-18,2023-03-18,7,472900.0,Completed,5,4260,0.2408
PRJ-00545,CLI-0254,Financial Services,EMEA,Existing,Remote,2022-08-18,2022-12-18,4,290000.0,Completed,1,526,0.2862
PRJ-00552,CLI-0281,Retail & Consumer,North America,New,On-site,2022-08-24,2023-04-24,8,260800.0,Completed,3,2891,0.2565
PRJ-00554,CLI-0047,Financial Services,EMEA,New,Remote,2022-08-24,2023-03-24,7,269100.0,Completed,3,2493,0.2902
PRJ-00539,CLI-0407,Energy & Utilities,North America,Existing,Remote,2022-08-25,2023-04-25,8,328500.0,Completed,6,6697,0.2241
PRJ-00537,CLI-0041,Healthcare,North America,Existing,Hybrid,2022-08-27,2023-01-27,5,107600.0,Completed,3,1923,0.339
PRJ-00574,CLI-0277,Financial Services,APAC,Existing,On-site,2022-09-01,2023-02-01,5,375300.0,Completed,4,2848,0.3511
PRJ-00570,CLI-0065,Manufacturing,EMEA,Existing,Hybrid,2022-09-01,2022-10-01,1,176900.0,Completed,1,147,0.22
PRJ-00565,CLI-0319,Public Sector,North America,Existing,Hybrid,2022-09-02,2023-03-02,6,675700.0,Completed,6,5368,0.2429
PRJ-00580,CLI-0235,Healthcare,North America,Existing,Hybrid,2022-09-02,2022-11-02,2,195100.0,Completed,5,1233,0.1746
PRJ-00566,CLI-0305,Public Sector,EMEA,New,Remote,2022-09-04,2023-05-04,8,520100.0,Completed,5,4881,0.2969
PRJ-00564,CLI-0369,Retail & Consumer,North America,Existing,On-site,2022-09-06,2023-01-06,4,306000.0,Completed,4,1945,0.2712
PRJ-00573,CLI-0178,Technology & Telecom,LATAM,New,Remote,2022-09-08,2023-06-08,9,502700.0,Completed,5,6005,0.2156
PRJ-00578,CLI-0012,Healthcare,EMEA,Existing,On-site,2022-09-08,2023-02-08,5,341200.0,Completed,3,2357,0.2097
PRJ-00576,CLI-0020,Retail & Consumer,North America,New,Hybrid,2022-09-08,2022-11-08,2,287800.0,Completed,3,715,0.3249
PRJ-00558,CLI-0047,Manufacturing,EMEA,Existing,Remote,2022-09-08,2022-12-08,3,759300.0,Completed,7,2910,0.2971
PRJ-00575,CLI-0199,Retail & Consumer,APAC,New,On-site,2022-09-08,2022-10-08,1,194500.0,Completed,3,382,0.3679
PRJ-00560,CLI-0190,Manufacturing,APAC,New,Hybrid,2022-09-10,2023-01-10,4,306300.0,Completed,4,2323,0.2645
PRJ-00572,CLI-0360,Technology & Telecom,North America,Existing,On-site,2022-09-12,2023-06-12,9,270700.0,Completed,2,2517,0.1787
PRJ-00559,CLI-0198,Financial Services,APAC,New,Remote,2022-09-14,2022-12-14,3,363900.0,Completed,5,1915,0.2533
PRJ-00556,CLI-0068,Healthcare,North America,New,Remote,2022-09-17,2022-12-17,3,255100.0,Completed,2,904,0.4266
PRJ-00563,CLI-0086,Financial Services,EMEA,New,Remote,2022-09-18,2023-01-18,4,393700.0,Completed,3,1600,0.2315
PRJ-00569,CLI-0164,Retail & Consumer,APAC,New,Remote,2022-09-19,2023-04-19,7,878300.0,Completed,11,10655,0.1291
PRJ-00581,CLI-0061,Public Sector,EMEA,New,Hybrid,2022-09-20,2023-01-20,4,159500.0,Completed,1,513,0.1913
PRJ-00561,CLI-0210,Healthcare,EMEA,New,On-site,2022-09-25,2022-12-25,3,374500.0,Completed,4,1605,0.2218
PRJ-00557,CLI-0065,Manufacturing,North America,Existing,Hybrid,2022-09-25,2023-01-25,4,463900.0,Completed,4,2309,0.3183
PRJ-00577,CLI-0274,Manufacturing,North America,Existing,Remote,2022-09-26,2023-07-26,10,754900.0,Completed,9,11942,0.3603
PRJ-00568,CLI-0010,Healthcare,North America,Existing,Remote,2022-09-26,2022-11-26,2,218000.0,Completed,4,949,0.2658
PRJ-00562,CLI-0151,Energy & Utilities,LATAM,Existing,Remote,2022-09-26,2022-12-26,3,224000.0,Completed,2,865,0.2715
PRJ-00567,CLI-0067,Technology & Telecom,EMEA,Existing,Remote,2022-09-27,2023-04-27,7,340200.0,Completed,4,4021,0.2111
PRJ-00579,CLI-0247,Technology & Telecom,North America,Existing,Remote,2022-09-27,2023-06-27,9,1142400.0,Completed,12,13349,0.3279
PRJ-00571,CLI-0314,Technology & Telecom,EMEA,New,Hybrid,2022-09-28,2022-10-28,1,342100.0,Completed,4,578,0.2408
PRJ-00591,CLI-0396,Public Sector,APAC,New,Hybrid,2022-10-01,2023-02-01,4,212300.0,Completed,3,1594,0.3226
PRJ-00599,CLI-0350,Financial Services,LATAM,Existing,Hybrid,2022-10-01,2023-05-01,7,355400.0,Completed,3,2692,0.2956
PRJ-00587,CLI-0031,Public Sector,EMEA,New,Hybrid,2022-10-01,2023-01-01,3,122500.0,Completed,1,427,0.4007
PRJ-00601,CLI-0191,Healthcare,EMEA,New,Hybrid,2022-10-03,2023-01-03,3,304700.0,Completed,2,776,0.4487
PRJ-00607,CLI-0176,Manufacturing,North America,Existing,Hybrid,2022-10-03,2023-04-03,6,295300.0,Completed,4,3101,0.1831
PRJ-00588,CLI-0252,Manufacturing,APAC,Existing,Hybrid,2022-10-04,2023-01-04,3,310100.0,Completed,3,1147,0.277
PRJ-00596,CLI-0007,Retail & Consumer,North America,Existing,On-site,2022-10-04,2022-11-04,1,145900.0,Completed,3,418,0.1996
PRJ-00608,CLI-0138,Energy & Utilities,EMEA,Existing,Hybrid,2022-10-06,2023-08-06,10,712300.0,Completed,7,10728,0.1938
PRJ-00606,CLI-0024,Healthcare,North America,New,Hybrid,2022-10-08,2023-02-08,4,256100.0,Completed,2,1153,0.1971
PRJ-00584,CLI-0174,Public Sector,EMEA,Existing,On-site,2022-10-09,2023-05-09,7,314700.0,Completed,4,4169,0.3032
PRJ-00595,CLI-0015,Technology & Telecom,APAC,New,On-site,2022-10-09,2023-03-09,5,419900.0,Completed,2,1488,0.2484
PRJ-00590,CLI-0183,Energy & Utilities,APAC,Existing,On-site,2022-10-10,2023-04-10,6,517100.0,Cancelled,5,4267,0.2704
PRJ-00598,CLI-0336,Manufacturing,EMEA,New,Hybrid,2022-10-11,2023-03-11,5,357100.0,Completed,6,3434,0.365
PRJ-00597,CLI-0257,Public Sector,APAC,New,Hybrid,2022-10-11,2023-03-11,5,143100.0,Completed,1,566,0.3091
PRJ-00593,CLI-0071,Manufacturing,EMEA,Existing,Hybrid,2022-10-13,2023-01-13,3,188000.0,Completed,3,1075,0.3538
PRJ-00586,CLI-0052,Manufacturing,North America,Existing,Hybrid,2022-10-14,2023-06-14,8,335500.0,Completed,4,3634,0.2097
PRJ-00602,CLI-0325,Financial Services,North America,Existing,Remote,2022-10-15,2023-02-15,4,476900.0,Completed,5,2617,0.2482
PRJ-00594,CLI-0311,Technology & Telecom,North America,Existing,Hybrid,2022-10-18,2023-04-18,6,998300.0,Completed,9,7031,0.2712
PRJ-00583,CLI-0364,Public Sector,North America,Existing,Remote,2022-10-18,2023-06-18,8,516600.0,Completed,6,6945,0.2736
PRJ-00609,CLI-0019,Retail & Consumer,North America,Existing,Hybrid,2022-10-20,2023-01-20,3,201900.0,Completed,1,414,0.1872
PRJ-00592,CLI-0145,Energy & Utilities,North America,New,Hybrid,2022-10-21,2022-11-21,1,583500.0,Completed,6,738,0.39
PRJ-00605,CLI-0007,Public Sector,LATAM,Existing,Hybrid,2022-10-21,2023-04-21,6,263500.0,Completed,5,4042,0.0906
PRJ-00603,CLI-0222,Technology & Telecom,North America,Existing,Hybrid,2022-10-22,2023-05-22,7,404100.0,Completed,5,4202,0.2403
PRJ-00604,CLI-0267,Retail & Consumer,North America,Existing,Hybrid,2022-10-22,2022-12-22,2,161400.0,Completed,3,853,0.2214
PRJ-00582,CLI-0103,Public Sector,North America,Existing,Remote,2022-10-22,2023-01-22,3,150800.0,Completed,2,680,0.3877
PRJ-00589,CLI-0339,Public Sector,EMEA,Existing,Hybrid,2022-10-23,2023-08-23,10,466800.0,Completed,7,9033,0.3331
PRJ-00600,CLI-0166,Energy & Utilities,North America,Existing,Hybrid,2022-10-24,2023-02-24,4,480000.0,Completed,4,2074,0.2845
PRJ-00610,CLI-0138,Technology & Telecom,LATAM,New,Remote,2022-10-26,2023-04-26,6,374600.0,Completed,5,4255,0.2929
PRJ-00585,CLI-0270,Retail & Consumer,EMEA,New,Remote,2022-10-28,2023-04-28,6,259100.0,Completed,4,3431,0.3329
PRJ-00635,CLI-0392,Manufacturing,EMEA,Existing,Remote,2022-11-01,2023-02-01,3,198500.0,Completed,1,410,0.2606
PRJ-00632,CLI-0130,Retail & Consumer,EMEA,Existing,Remote,2022-11-01,2023-02-01,3,206200.0,Completed,1,434,0.2646
PRJ-00643,CLI-0196,Healthcare,EMEA,Existing,Remote,2022-11-01,2022-12-01,1,393900.0,Completed,5,740,0.3473
PRJ-00619,CLI-0374,Financial Services,LATAM,Existing,On-site,2022-11-01,2023-06-01,7,355900.0,Completed,4,3152,0.3043
PRJ-00624,CLI-0053,Technology & Telecom,North America,Existing,Hybrid,2022-11-02,2023-04-02,5,393200.0,Completed,4,2776,0.2535
PRJ-00623,CLI-0405,Public Sector,North America,New,Hybrid,2022-11-03,2023-06-03,7,440800.0,Completed,6,5689,0.2705
PRJ-00637,CLI-0029,Manufacturing,North America,Existing,Hybrid,2022-11-07,2023-02-07,3,159100.0,Completed,1,359,0.2519
PRJ-00626,CLI-0335,Public Sector,APAC,New,Remote,2022-11-07,2023-01-07,2,277500.0,Completed,2,471,0.2287
PRJ-00631,CLI-0123,Manufacturing,EMEA,Existing,On-site,2022-11-07,2023-09-07,10,789600.0,Completed,10,15081,0.3466
PRJ-00612,CLI-0293,Healthcare,EMEA,Existing,Hybrid,2022-11-08,2023-04-08,5,481300.0,Completed,5,3446,0.4111
PRJ-00616,CLI-0236,Healthcare,LATAM,New,Hybrid,2022-11-09,2023-03-09,4,260900.0,Completed,4,2366,0.3564
PRJ-00613,CLI-0251,Public Sector,EMEA,New,Remote,2022-11-09,2023-04-09,5,415200.0,Completed,3,2170,0.2261
PRJ-00638,CLI-0335,Manufacturing,North America,Existing,On-site,2022-11-11,2023-04-11,5,636900.0,Completed,7,5048,0.238
PRJ-00625,CLI-0159,Energy & Utilities,North America,New,Hybrid,2022-11-11,2023-06-11,7,322900.0,Completed,3,2766,0.3459
PRJ-00615,CLI-0167,Public Sector,North America,New,Hybrid,2022-11-13,2023-05-13,6,459700.0,Completed,5,4182,0.2556
PRJ-00611,CLI-0214,Energy & Utilities,North America,New,Remote,2022-11-13,2023-04-13,5,702300.0,Completed,7,5374,0.2482
PRJ-00641,CLI-0277,Healthcare,North America,Existing,On-site,2022-11-15,2023-05-15,6,344500.0,Cancelled,5,3634,0.4033
PRJ-00622,CLI-0070,Financial Services,North America,New,On-site,2022-11-15,2023-07-15,8,1084600.0,Completed,13,15851,0.2598
PRJ-00640,CLI-0343,Retail & Consumer,North America,Existing,Hybrid,2022-11-16,2023-01-16,2,139100.0,Completed,1,250,0.3605
PRJ-00621,CLI-0043,Technology & Telecom,North America,Existing,On-site,2022-11-17,2023-06-17,7,851400.0,Completed,9,8823,0.2506
PRJ-00644,CLI-0226,Public Sector,APAC,New,Hybrid,2022-11-19,2023-02-19,3,118000.0,Completed,2,867,0.3527
PRJ-00620,CLI-0103,Financial Services,LATAM,New,Hybrid,2022-11-21,2023-08-21,9,879700.0,Completed,9,9211,0.2591
PRJ-00630,CLI-0339,Retail & Consumer,North America,Existing,Remote,2022-11-22,2023-02-22,3,173100.0,Completed,1,369,0.2407
PRJ-00642,CLI-0255,Manufacturing,North America,Existing,Remote,2022-11-22,2023-02-22,3,145300.0,Completed,2,805,0.2318
PRJ-00618,CLI-0335,Healthcare,APAC,New,Hybrid,2022-11-22,2023-08-22,9,305100.0,Completed,4,5449,0.1415
PRJ-00645,CLI-0237,Manufacturing,APAC,New,On-site,2022-11-22,2023-02-22,3,314900.0,Completed,3,1382,0.1621
PRJ-00633,CLI-0358,Technology & Telecom,APAC,Existing,Remote,2022-11-23,2023-11-23,12,937500.0,Completed,10,17433,0.1982
PRJ-00629,CLI-0114,Energy & Utilities,EMEA,New,Hybrid,2022-11-23,2023-02-23,3,279800.0,Completed,1,383,0.2881
PRJ-00646,CLI-0299,Retail & Consumer,North America,New,On-site,2022-11-24,2023-04-24,5,419300.0,Completed,5,3501,0.1869
PRJ-00636,CLI-0151,Public Sector,EMEA,Existing,Hybrid,2022-11-24,2023-04-24,5,286000.0,Completed,1,770,0.2297
PRJ-00639,CLI-0255,Manufacturing,APAC,Existing,Hybrid,2022-11-25,2023-06-25,7,640800.0,Completed,7,5895,0.3976
PRJ-00614,CLI-0266,Public Sector,North America,New,On-site,2022-11-25,2023-02-25,3,553000.0,Completed,5,2059,0.1567
PRJ-00634,CLI-0340,Energy & Utilities,EMEA,Existing,Hybrid,2022-11-26,2023-09-26,10,660700.0,Completed,9,10907,0.2487
